80,157-1-000047,__ì²__ê¸¸ì_ê·,35.68896465,128.4546828,81
81,405-2-000190,´ë_´ë_ ë¬´ë_ ì£¼ì°¨,33.4980277,126.5263841,8
82,167-1-000010,__ __ _ª½(ë¶_¸¡),37.53071253,126.721694,39
83,167-3-000011,ë¬¸í__ ë¶,37.546079,126.71813,136
84,167-2-000012,ë¬¸í__ê¸,37.546079,126.71813,22
85,167-2-000013,ê³__ ____(¸ì_),37.548134,126.740569,27
86,167-1-000014,ê³__ ____(¸ì_),37.548134,126.740569,28
87,167-2-000015,__(êµ ___¸¸),37.531478,126.710496,40
88,167-2-000016,__,37.54877,126.735162,65
89,167-2-000017,__ê³(êµ __ê¸),37.545075,126.732831,12
90,167-2-000018,ë´__ë¡(êµ ë´__ë¡691ë²_¸¸),37.53119482,126.725531,4
91,167-2-000019,ê³__IC _¬¼ê³µì_ì°¨ê_ì§,37.540623,126.752358,437
92,167-2-000020,___³µ_°¨ê³_,37.526552,126.751712,131
93,167-2-000021,ê³__ê³1,37.540976,126.717459,11
94,167-2-000022,ê³__ê³2,37.540976,126.717459,19
95,167-2-000023,ë³_°©_¬¼,37.55225128,126.748015,5
96,167-2-000024,ê³__ë¡140ë²_¸¸,37.53661058,126.7235594,26
97,167-2-000025,_ì§ê¸1,37.54302022,126.7248728,10
98,167-2-000026,_ì§ê¸2,37.54272068,126.7249719,13
99,167-2-000027,_³¨ê³µì_,37.57016,126.746569,10
100,167-2-000028,êµ´ì_ê³µì_,37.5682097,126.749062,17
101,185-1-000011,_ë¯¸ê¸¸(¥ì_@~__@),NAN,NAN,143
102,185-1-000012,ê°__2__ë§__¤ê±°ë¦¬ì£¼ë³,NAN,NAN,46
103,183-1-000001,ê°2 39-949-23ë²_,NAN,NAN,76
104,183-1-000002,ê°2 50-2 85-2ë²_,NAN,NAN,52
105,183-1-000003,ê°2 ì£¼í_¬ë_() ·ê¸¸,NAN,NAN,249
106,183-1-000004,ê°__ ê°__ ë³µê_ê¸,NAN,NAN,97
107,183-1-000005,ê°__ ê°__ ë³µê_ê¸,NAN,NAN,89
108,183-1-000006,"ê³_¡±ë¡ 409, 417, 423ë²_¸¸",NAN,NAN,15
109,183-1-000007,¹ì_ì£¼ì°¨ë§__(©ì_),NAN,NAN,30
110,183-1-000008,¹ì_ì£¼ì°¨ë§__(__),NAN,NAN,43
111,183-1-000009, ë³´í_ë¬¸í__ ·ê¸¸,NAN,NAN,25
112,183-1-000010,_³µê°__ë¡(__¥ê¸¸),NAN,NAN,10
113,183-1-000011,_³µê°__ë¡(__¥ê¸¸),NAN,NAN,26
114,183-1-000012,__°ì_8ê¸(ë¶_êµ~__êµ),NAN,NAN,74
115,183-1-000013,¼ì_ ê±´ê_ë³´í_ê´ë¦¬ê³µ ì£¼ë,NAN,NAN,33
116,183-1-000014,"¼ì_ ê²ë°2ê¸, 4ê¸, 5ê¸",NAN,NAN,22
117,183-1-000015,¼ì_ _µ¬ë³´ê±´ ´ê¸¸,NAN,NAN,25
118,183-1-000016,¼ì_ __êµ__ _¸¸(¤ì_ì²__ê¸),NAN,NAN,50
119,183-1-000017,¼ì_ ¼ì_ë¬¼ë_¼í_ ì£¼ë,NAN,NAN,31
120,183-1-000018,¼ì_ ¼ì_ì²__,NAN,NAN,25
121,183-1-000019,¼ì_ ì¤__°© ì£¼ë,NAN,NAN,17
122,277-2-000009,ê³__ 2ê³µì_ì£¼ì°¨,36.17167013,127.7846198,20
123,185-1-000013,__1__ë§__ì£¼ë,NAN,NAN,48
124,185-1-000014,__2__°ì_¬ì__,NAN,NAN,20
125,185-1-000016,__ë³~__´êµ¬ê°,NAN,NAN,44
126,185-1-000015,_°©__ë°©ì_ì£¼ë,NAN,NAN,93
127,185-1-000016,ê³_£¡ë¡ ì£¼ë ¸ì_ì£¼ì°¨,NAN,NAN,221
128,185-1-000001,ë§____êµ¬ë³´ê±´ì_ì£¼ë,NAN,NAN,117
129,185-1-000002,ë²__.ê²ì°°ì²­_°¤¬ë¦¬__,NAN,NAN,155
130,185-1-000003,ë²__.ê²ì°°ì²­°ì_¸ì_,NAN,NAN,80
131,185-1-000004,_°©__°ì_´ì£¼ë³,NAN,NAN,57
132,185-1-000005,__ë¡31ë²_¸¸,NAN,NAN,91
133,185-1-000006,__ì²__ê³µì_ì£¼ë,NAN,NAN,107
134,185-1-000007,__ë³ ,NAN,NAN,64
135,185-1-000008,_µ¬ì² ,NAN,NAN,142
136,185-1-000009,_ë³__ì£¼ë,NAN,NAN,153
137,185-1-000010,__ê¸(__ì´~__ì¤),NAN,NAN,122
138,154-1-000082,ë°±ì_ë²__ê±°ë¦¬(ë¶__),35.89836118,128.5793092,23
139,154-1-000083,ë³µí_ë¡__2ê¸¸ì_ê·,35.89526277,128.6213799,14
140,154-1-000084,ë¶_µ¬ì²_ê·,35.88757363,128.5829464,39
141,154-1-000085,ë¶__°©__,35.87724893,128.5926647,24
142,154-1-000086,ë¶_¹¨°ë_ê±°ë¦¬(ë¶__),35.8933016,128.589964,16
143,154-1-000087,°ê²©ë¡10ê¸¸ì_ê·,35.89377375,128.6090629,10
144,154-1-000088,°ê²©ë¡13ê¸¸ì_ê·,35.89722774,128.6027042,3
145,154-1-000089,°ê²©ë¡19ê¸¸ì_ê·,35.89104648,128.6059248,7
146,154-1-000060,__23ê¸¸ì_ê·,35.89377375,128.6090629,2
147,154-1-000061,__25ê¸¸ì_ê·,35.89377375,128.6090629,19
148,154-1-000062,__9ê¸¸ì_ê·,35.89093933,128.6065984,10
149,154-1-000063,__¸ê·¼,35.89285578,128.6098518,33
150,154-1-000064,__ë¡8ê¸¸ì_ê·,35.88180651,128.6069871,15
151,154-1-000065,__ë¡9ê¸¸ì_ê·,35.88180651,128.6069871,14
152,154-1-000066,__10ê¸¸ì_ê·,35.88242711,128.6037488,5
153,154-1-000067,__13ê¸¸ì_ê·,35.88659565,128.6055917,14
154,154-1-000068,__19ê¸¸ì_ê·,35.88629636,128.6112825,80
155,154-1-000069,__21ê¸¸ì_ê·,35.88364984,128.6113254,30
156,154-1-000070,__3ê¸¸ì_ê·,35.88713607,128.6038791,9
157,154-1-000071,__9ê¸¸ì_ê·,35.88909849,128.6143217,38
158,154-1-000072,__15ê¸¸ì_ê·,35.88659565,128.6055917,31
159,154-1-000073,__ë¡26ê¸¸ì_ê·,35.90049559,128.6068257,14
160,154-1-000074,__ë¡37ê¸¸ì_ê·,35.90025864,128.6138234,17
161,154-1-000075,__ë¡50ê¸¸ì_ê·,35.89526277,128.6213799,10
162,154-1-000076,__ë¡53ê¸¸ì_ê·,35.89461348,128.6220753,37
163,154-1-000077,__ë¡55ê¸¸ì_ê·,35.89526277,128.6213799,10
164,154-1-000078,__ë¡57ê¸¸ì_ê·,35.89526277,128.6213799,39
165,154-1-000079,__ë¡7ê¸¸ì_ê·,35.94616316,128.5546673,47
166,154-1-000080,__êµ__ê·,35.93168424,128.5550631,19
167,154-1-000081,ë°±ì_ë²__ê±°ë¦¬(¨í_),35.89836118,128.5793092,56
168,308-2-000099,__ë§__ ì£¼ì°¨,36.0541535,126.9738918,15
169,308-2-000100,__ë§__ ì£¼ì°¨,36.05769495,126.9560552,50
170,308-2-000101,__ë§__ ì£¼ì°¨,36.0710429,126.963756,12
171,308-1-000027,¨ì_êµ__ ì£¼ì°¨,36.08077,126.960273,45
172,308-2-000102,__ì¤__ ì£¼ì°¨,36.0807651,126.9647417,10
173,308-2-000103,__ê¸°ë_ ì£¼ì°¨,35.99521374,126.9337911,18
174,308-2-000104,êµ¬ì_ë§__ ì£¼ì°¨,36.04205194,126.9257529,4
175,308-2-000105,ë¬´ë_ë§__ ì£¼ì°¨,36.03594736,126.922721,26
176,308-2-000106,ë°±ê¸¸ë§__ ì£¼ì°¨,35.99633917,126.9420902,20
177,308-2-000107,ë³´ì_ë§__ ì£¼ì°¨,36.000422,126.946451,7
178,184-2-000015,ë¶¬ë_1¸ì_,36.30885556,127.4308234,5
179,184-2-000016,ë¶¬ë_2¸ì_,36.30947338,127.4354324,23
180,184-2-000017,ë¶¬ë_3¸ì_,36.31077745,127.4306134,8
181,184-2-000018,____2¸ì_,36.28529788,127.3825142,75
182,184-2-000019,____3¸ì_,36.2905556,127.3796743,26
183,184-2-000020,ì¹¨ì___1¸ì_,36.28716232,127.3909063,176
184,184-2-000021,____1¸ì_,36.30717787,127.4368931,7
185,184-2-000022,¥ë_1¸ì_,36.32584044,127.4291892,144
186,184-2-000023,¼ë_____ê° ê³__ì£¼ì°¨,36.32704845,127.4282661,35
187,184-2-000024,¤ë___1¸ì_,36.32320782,127.4099592,7
188,184-2-000025,¤ë___2¸ì_,36.32376733,127.4102098,24
189,308-2-000079,ê°__ë§__ ì£¼ì°¨,35.95552316,127.0307047,12
190,308-2-000080,_¬¸ë§__ ì£¼ì°¨,35.90114232,127.0184656,30
191,308-2-000081,ì°½í_ë§__ ì£¼ì°¨,35.96372399,127.043798,43
192,308-2-000082,__ë§__ ì£¼ì°¨,35.92335947,127.0520239,62
193,308-2-000083,¼í_ë§__ ì£¼ì°¨,35.9200461,126.997708,7
194,308-2-000084,__ë§__ ì£¼ì°¨,35.94541647,127.037641,15
195,308-2-000085,ì²__ë§__ ì£¼ì°¨,35.9395291,127.033185,44
196,308-2-000086,½ë_ë§__ ì£¼ì°¨,35.9562109,127.044756,12
197,308-2-000087,ê°_²½ë§__ ì£¼ì°¨,35.91954549,126.9905557,45
198,308-1-000026,19 ê·¼ë¦°ê³µì_ ì£¼ì°¨,35.96244793,126.9871628,68
199,308-2-000088,__ë§__ ì£¼ì°¨,35.9916331,127.016873,12
200,308-2-000089,¤ìë§__ ì£¼ì°¨,36.03494755,126.911888,16
201,308-2-000090,´ë_ë§__ ì£¼ì°¨,36.04282794,126.8982899,16
202,308-2-000091,ì§_ª©ë§__ ì£¼ì°¨,36.0202212,126.9022417,19
203,308-2-000092,_£¡ë§__ ì£¼ì°¨,36.0246269,126.9123765,75
204,308-2-000093,__ë§__ ì£¼ì°¨,36.014308,126.8953758,6
205,308-2-000094,__ë§__ ì£¼ì°¨,36.0578065,126.9094444,60
206,308-2-000095,¨ë_ ±ì_ë¡ ì£¼ì°¨,36.0705434,126.913369,40
207,308-2-000096,ê°__ë§__ ì£¼ì°¨,36.06623777,126.9217922,12
208,308-2-000097,ê³__ë§__ ì£¼ì°¨,36.01766697,126.9125617,17
209,308-2-000098,__ë§__ ì£¼ì°¨,36.0850834,126.9757913,15
210,332-3-100001,ê³__ê³µì_ì£¼ì°¨,34.6079028,127.288347,198
211,332-2-100001,__1ì£¼ì°¨,34.6057379,127.2968822,158
212,332-2-100002,__2ì£¼ì°¨,34.6057379,127.2968822,202
213,332-2-100003,__3ì£¼ì°¨,34.6057379,127.2968822,130
214,332-2-100004,__4ì£¼ì°¨,34.6057379,127.2968822,202
215,186-1-000052,ë©___ì£¼ë,36.36586013,127.3165493,22
216,186-1-000053,´ë§¤ë§__4¨ì ,36.37574996,127.3163137,11
217,186-1-000054,ë´__ ì¹´í_ê±°ë¦¬,36.42318294,127.3936824,182
218,186-2-000001,ê´__1ê³µì_,36.42320569,127.3936928,48
219,186-2-000002,ê´__2ê³µì_,36.42895681,127.3925882,50
220,186-2-000003,ê´__3ê³µì_,36.42687339,127.3917728,32
221,186-2-000004,ê´__4ê³µì_,36.42507815,127.3900603,40
222,186-2-000005,ê´__5ê³µì_,36.42395378,127.391496,44
223,186-2-000006,©ì__³µ,36.42202516,127.3963662,27
224,186-2-000007,¡ê_(____)ê³µì_,36.43583938,127.3860005,86
225,186-2-000008,¡ê_(GSë§__)ê³µì_,36.43441777,127.3865088,53
226,186-2-000009,ë´___³µ,36.44088156,127.385204,50
227,186-2-000010,ì£½ë_ê³µì_,36.38230621,127.3229484,156
228,186-2-000011,ë°___³µ,36.39132854,127.3144699,30
229,186-2-000012,_£¡_³µ(ä¸),36.38668292,127.3793098,96
230,186-2-000013,_£¡_³µ(ä¸),36.38468494,127.3792863,90
231,186-2-000014,__ 1ê³µì_,36.39026092,127.3496679,42
232,186-1-000032,__ __(),36.39007699,127.3500981,22
233,186-1-000033,³¨__ë© ì£¼ë,36.39006225,127.3500838,13
234,186-1-000034,__ ì²¨ë_ì£¼ì_~__¼ê±°ë¦,36.3872837,127.3468011,49
235,186-1-000035,_____ ì£¼ë,36.38644889,127.3480569,14
236,186-1-000036,____ê²½ê¸°___©´,36.39195956,127.3523248,64
237,186-1-000037,ì£¼ë_ê³µì_~³¨ê¸,36.39070075,127.3480303,65
238,186-1-000038,__ë´___,36.34554828,127.2969966,25
239,186-1-000039,__´ë___ë§¤ì_ ë§_~____ ë§_,36.36349014,127.3171231,33
240,186-1-000040,____~__,36.36300258,127.3188584,10
241,186-1-000041,__ê²½ì°°~ì£½ë_ 622,36.37878283,127.325416,43
242,186-1-000042,__ ì¤__¥ë_êµ__ ,36.30111927,127.3197162,8
243,186-1-000043,ì£½ë_¥ì_¸ë³µì§ê´~ë¶___ë¬´ì_,36.38140838,127.3233637,39
244,186-1-000044,__ê³ ê³µì_ì£¼ì°¨ _µ¬ ì£¼ë,36.34561624,127.2932526,8
245,186-1-000045,ê¸¸ì_ê³¨í_°ì_ ,36.30237065,127.3306057,33
246,186-1-000046,__ê²½ì°° ¸ê·¼,36.37958143,127.3266296,32
247,186-1-000047,ë°__ë§__ 2¨ì 207 __,36.38752952,127.3165942,35
248,186-1-000048,__±ë_ ,36.35393558,127.335802,12
249,186-1-000049,¨ì_1_£¼ë¯¼ì_°ì_,36.35311603,127.3389679,8
250,186-1-000050,°ì___ë¦¼ì_____ ,36.36283808,127.3377415,34
251,186-1-000051,ê¶__ ê¹ì¹__ê° ,36.36747445,127.3172113,78
252,236-1-000044,¬ì_ë¡ ¸ì_ì£¼ì°¨,37.90174257,127.1996706,15
253,183-2-000011,¸ì_5 ê³µí_ì§ ì£¼ì°¨,NAN,NAN,11
254,183-2-000012,¸ì_6 ê³µí_ì§ ì£¼ì°¨,NAN,NAN,10
255,183-2-000013,¸ì_7 ê³µí_ì§ ì£¼ì°¨,NAN,NAN,14
256,183-2-000014,¸ì_8 ê³µí_ì§ ì£¼ì°¨,NAN,NAN,9
257,183-2-000015,____ ì£¼ì°¨,NAN,NAN,30
258,183-2-000016,__ __ê°__ ê³µë_ì£¼ì°¨,NAN,NAN,40
259,183-2-000017,__ ë§__ê³µì_ì£¼ì°¨,NAN,NAN,15
260,183-2-000018,__ ¸ì_ê³µì_ì£¼ì°¨(2ì£¼ì°¨),NAN,NAN,58
261,183-2-000019,___ ê³µì_ì£¼ì°¨,NAN,NAN,48
262,183-2-000020,©ì___ ì£¼ì°¨,NAN,NAN,22
263,183-2-000021,©ì_ 2ê³µì_ì£¼ì°¨(BBSë¶ì§),NAN,NAN,30
264,183-2-000022,©ì___¸ê³µ_£¼ì°¨ì_,NAN,NAN,49
265,183-2-000023,©ì__£¼ë¯¼ì_°ì_ê³µì_ì£¼ì°¨,NAN,NAN,17
266,183-2-000024,¸ë_ë¬¼ë_¼í_ì£¼ëê³µì_ì£¼ì°¨,NAN,NAN,10
267,183-2-000025,¸ë___¸ì_ê³µì_ì£¼ì°¨,NAN,NAN,31
268,183-2-000026,__ ¸ì_ê³µì_ì£¼ì°¨,NAN,NAN,44
269,183-2-000027,ì¤____ ê³µì_ì£¼ì°¨ë¹__ ì£¼ì°¨(1ì£¼ì°¨),NAN,NAN,400
270,183-2-000028,ì¤____ 3ê³µì_ì£¼ì°¨,NAN,NAN,53
271,183-2-000029,ì²__ ì£¼ì°¨,NAN,NAN,14
272,183-2-000030,__ì£¼ê³µ5Â·6¨ìì£¼ëê³µì_ì£¼ì°¨,NAN,NAN,13
273,183-2-000031,__Â·¸ì_ê±°ë¦¬ ¸ì_ê³µì_ì£¼ì°¨,NAN,NAN,100
274,183-2-000033,__ __ì£¼ì°¨,NAN,NAN,286
275,308-1-000024,ì¤__ì£¼ì°¨,35.93944318,126.9525838,75
276,308-2-000077,ì°½ì_ 6µë_ ì£¼ì°¨,35.9408531,126.9471564,8
277,308-1-000025,ë§¤ì___ ì£¼ì°¨,35.94151878,126.950422,22
278,308-2-000078,__ë§__ ì£¼ì°¨,35.89725616,127.0030306,50
279,186-1-000013,__ë¦¬ì_¸í_ ,36.35601339,127.340832,26
280,186-1-000014,__¸í_ ,36.35414684,127.3389872,20
281,186-1-000015,ê³_£¡¤í_ _¬¸,36.35513271,127.3478811,58
282,186-1-000016,__°ì²´êµ ,36.35565938,127.3436539,7
283,186-1-000017,"¥ë_êµ~ê²½ì_, __ê³¤ëª¨__",36.35713713,127.3419591,25
284,186-1-000018,_____³¸ë¶ __¬ì_ ì£¼ë,36.3587336,127.3521076,12
285,186-1-000019,__ê³µì_ ì£¼ë,36.36615237,127.3359327,70
286,186-1-000020,¥ë_³µ_£¼ì°¨ì_ì£¼ë,36.36000119,127.331851,44
287,186-1-000021,__ë§__ ì£¼ë,36.3646569,127.3393001,55
288,186-1-000022,__ì»µí_ë°ë¦¬í ì£¼ë,36.364521,127.3359131,61
289,186-1-000023,¥ë 364¼ì_,36.35935053,127.3394779,33
290,186-1-000024,ê¶__ 457-1¼ì_,36.36189089,127.3410834,122
291,186-1-000025,_¦¼ê³µì_ì£¼ì°¨,36.36038048,127.3551748,50
292,186-1-000026,´ìë¡58ë²_¸¸(ì¹´ì_¤í_),36.36258889,127.3567446,14
293,186-1-000027,__êµ¬ì²­ ,36.36258889,127.3567446,27
294,186-1-000028,__êµ¬ì²­~´ìê³µì_,36.36259133,127.3567411,23
295,186-1-000031,_£¡ °ì_(),36.38834118,127.3817089,27
296,183-2-000005,_³µì§¼í_ì£¼ì°¨,NAN,NAN,19
297,183-2-000006,__¤í___ ê³µì_ì£¼ì°¨,NAN,NAN,15
298,183-2-000007,±ë_ ¸ì_ê³µì_ì£¼ì°¨,NAN,NAN,15
299,183-2-000008,__ë³ ¸ì_ê³µì_ì£¼ì°¨,NAN,NAN,57
300,183-2-000009,__ì£¼ë¸ì_ê³µì_ì£¼ì°¨,NAN,NAN,57
301,183-2-000010,¸ì_4 ê³µí_ì§ ì£¼ì°¨,NAN,NAN,5
302,329-2-000011,ì²_3ì§êµ¬ê³µ_£¼ì°¨ì_,35.31790014,126.9809488,32
303,329-2-000012,êµ_ê±°ë¦¬ê³µì_ì£¼ì°¨,35.32411854,126.9841232,18
304,329-2-000013,ê°__1ì§êµ¬ê³µ_£¼ì°¨ì_,35.32245597,126.9847158,53
305,329-2-000014,ê°__2ì§êµ¬ê³µ_£¼ì°¨ì_,35.32063965,126.987425,13
306,329-2-000015,ê°__3ì§êµ¬ê³µ_£¼ì°¨ì_,35.32236989,126.9821442,7
307,329-2-000016,ë°±ë_1ì§êµ¬ê³µ_£¼ì°¨ì_,35.3131082,126.9860247,86
308,329-2-000017,ë°±ë_ì²_ì§êµ¬ê³µ_£¼ì°¨ì_,35.30887064,126.985905,20
309,329-2-000018,ë°±ë_2ì§êµ¬ê³µ_£¼ì°¨ì_,35.3098246,126.9868937,15
310,329-2-000019,ë§__ì§êµ¬ê³µ_£¼ì°¨ì_,35.32490525,126.9805059,18
311,329-2-000020,__ì§__ê³µì_ì£¼ì°¨,35.321176,126.985097,7
312,329-2-000021,ì¤__ê³µì_ì£¼ì°¨,35.31771626,126.984896,73
313,329-2-000022,ë¬¸í__ê³µì_ì£¼ì°¨,35.31660357,126.9865704,48
314,329-2-000023,ê°__1ê¸¸ê³µ_£¼ì°¨ì_,35.32146251,126.9829011,36
315,329-2-000024,__ì¹´ì_°ì_ì£¼ì°¨,35.3193938,126.988971,36
316,329-2-000025,__ì¹´ì_°ë_ì£¼ì°¨,35.3185279,126.9885788,42
317,329-2-000026,__ë¹__ê³µì_ì£¼ì°¨,35.3184013,126.9818785,7
318,394-2-000061,__~ì¶__ ¸ì_ì£¼ì°¨,35.06994938,127.7511506,32
319,394-2-000062,__°ë~__ë¬´ì_ ¸ì_ì£¼ì°¨,35.07060496,127.750909,70
320,394-2-000066,ì¢__¬í_ë³µì_ ë¶¤ì£¼ì°¨ì_,35.07162892,127.7415326,80
321,394-2-000067,ê²½ì___ _µ¬(ì¢_¸¡),35.06428605,127.7442549,11
322,394-2-000068,ê²½ì___ _µ¬(°ì¸¡),35.06438524,127.7445299,19
323,394-2-000069,__ ì² ì£¼ì°¨,35.07036454,127.7454893,33
324,394-2-000070,ë³µí_êµ__,35.06426966,127.7605406,52
325,394-2-000071,__ë§__ __ì£¼ì°¨,35.28217171,127.6526193,38
326,186-1-000001,ì§__°ì²´êµ_,36.30105629,127.3200719,21
327,186-1-000002,ì§__°ì²´êµ ,36.30059598,127.3199535,8
328,186-1-000003,ì¹´ì_°ì_ ,36.3704034,127.317291,53
329,186-1-000004,____ ,36.36762703,127.3182829,92
330,186-1-000005,ë°___³µ_£¼ë³,36.39130229,127.3144842,46
331,186-1-000006,¡ê_ì²_@~¡ê_@,36.43825732,127.3824562,26
332,186-1-000007,__¥ë_êµ__,36.3545368,127.3313405,24
333,186-1-000008,__ê³____ ì£¼ë,36.34971868,127.3368407,8
334,186-1-000009,±ì___ë¹ ì£¼ë,36.35834383,127.3401439,36
335,186-1-000010,ê³_£¡¤í_ ,36.35513271,127.3478811,29
